event,file_event,lam,prt_index,lam_pdg,lam_mom_x,lam_mom_y,lam_mom_z,lam_endpoint_x,lam_endpoint_y,lam_endpoint_z
1986,1985,0,4,3122,-0.9705817103385925,0.00987904705107212,39.06647872924805,-87.84834855303303,0.8702534727499518,3539.093901610867
1987,1986,0,4,3122,-1.0990259647369385,-0.07505840063095093,39.07820510864258,-154.90585361984375,-10.596025697445464,5534.0215379003575
1988,1987,0,4,3122,-0.9776917099952698,0.007600001525133848,38.135501861572266,-196.20375440048164,1.5128363507713254,7647.635997186857
1989,1988,0,4,3122,-1.0080775022506714,0.005362641531974077,39.372955322265625,-99.19496319492127,0.510846686370406,3838.243808342452
1996,1995,0,4,3122,-1.0579814910888672,0.10105948895215988,38.48595428466797,-111.39849467860203,10.605931628275975,4047.1342352607353
1998,1997,0,4,3122,-1.002959966659546,-0.0303071066737175,40.90481185913086,-145.57786650037207,-4.409698033431038,5877.3568525607925
2000,1999,0,4,3122,-0.85029536485672,0.025808066129684448,39.785858154296875,-180.44371567724906,5.462612750875128,8468.087804729124
2004,2003,0,4,3122,-0.9738345742225647,-0.1012217104434967,39.31919860839844,-322.8454393718903,-33.543409025155206,13071.22943795955
2010,2009,0,4,3122,-0.8860528469085693,-0.02665640041232109,39.89708709716797,-91.51279747153245,-2.766843715061973,4083.643033036281
2012,2011,0,4,3122,-0.8764455914497375,-0.010839695110917091,40.14706802368164,-89.57412671526141,-1.0965822857277094,4118.6663318089195
2014,2013,0,4,3122,-0.9194748401641846,-0.0554911270737648,38.34839630126953,-250.2426241516071,-15.081054172205672,10397.127278635633
2015,2014,0,4,3122,-1.018081545829773,0.10171642154455185,39.49195098876953,-162.92060023827855,16.240702032316307,6339.8503014637945
2016,2015,0,4,3122,-0.9838994145393372,0.008231492713093758,37.908424377441406,-114.09758505466502,0.9489485449127331,4399.619652149902
2018,2017,0,4,3122,-0.882797122001648,0.020179882645606995,40.65717697143555,-90.76414849734995,2.0957913911532597,4168.685880805213
2021,2020,0,4,3122,-0.8958461284637451,0.07131748646497726,38.65379333496094,-242.56479648072312,19.29584772072952,10456.562279829624
2023,2022,0,4,3122,-1.0587210655212402,0.12992551922798157,40.804832458496094,-133.29089564493276,16.304493212987794,5074.144458942259
2033,2032,0,4,3122,-0.8414238095283508,0.1397380232810974,40.47428512573242,-86.78480464058346,14.415946307592739,4181.004371413579
2036,2035,0,4,3122,-1.0440313816070557,0.022959044203162193,38.65999221801758,-195.0303900203675,4.26510856102725,7196.0677011396165
2043,2042,0,4,3122,-0.833535373210907,0.0680241510272026,38.64398956298828,-81.52241841815483,6.693598538667651,3792.0541686155757
2046,2045,0,4,3122,-0.9418535232543945,0.10362520813941956,37.95381164550781,-85.83443320847243,9.440576213815476,3449.967683856885
2048,2047,0,4,3122,-1.0815554857254028,-0.03412593528628349,39.87247085571289,-99.61239086412193,-3.1278348779096876,3646.9823431887344
2052,2051,0,4,3122,-0.8658849596977234,-0.12574240565299988,39.59211730957031,-72.06253132714984,-10.42232026694455,3319.406068539551
2055,2054,0,4,3122,-0.9976358413696289,-0.07303591817617416,38.69230651855469,-217.9721701743266,-15.94674243305828,8494.713429169658
2057,2056,0,4,3122,-0.8823221921920776,0.020200079306960106,38.53739929199219,-133.05545580756913,3.0636221239603882,5825.826566087182
2058,2057,0,4,3122,-0.8511395454406738,0.12149626016616821,40.827823638916016,-125.2044792521587,17.926892754991446,5981.918689166912
2061,2060,0,4,3122,-1.0440741777420044,0.09581155329942703,40.2703857421875,-172.30877127573274,15.809203555662963,6649.948593727369
2065,2064,0,4,3122,-1.0428085327148438,0.16760456562042236,39.82588577270508,-116.16053865562095,18.654749129114304,4418.637415747821
2072,2071,0,4,3122,-0.8797830939292908,-0.01909986510872841,37.75524139404297,-266.8586782509169,-5.831735215727423,11514.38713585817
2075,2074,0,4,3122,-0.9937995672225952,0.06769559532403946,38.57645034790039,-88.05020171900867,6.011733655565745,3473.2057375447994
2077,2076,0,4,3122,-0.9597042798995972,-0.021817125380039215,39.316837310791016,-160.46661417357242,-3.6715024128852023,6529.746288091929
2086,2085,0,4,3122,-0.9862201809883118,-0.1564672291278839,39.77383041381836,-219.07208802895386,-34.79391781672092,8879.01294066084
2087,2086,0,4,3122,-1.200624942779541,0.07195241004228592,40.91269302368164,-130.47027118895681,7.820110931357457,4442.06552309733
2089,2088,0,4,3122,-0.971203625202179,-0.0942014753818512,39.6338005065918,-106.1014495862729,-10.25385012086558,4298.818564515421
2091,2090,0,4,3122,-1.034821629524231,-0.09821314364671707,39.67421340942383,-107.84229245391312,-10.228653724709316,4156.818288617816
2097,2096,0,4,3122,-0.9666915535926819,-0.03614930063486099,38.96628189086914,-185.4798115983689,-6.939958261816377,7424.495175723869
2101,2100,0,4,3122,-0.9041597843170166,-0.13192729651927948,40.414241790771484,-83.64794118218362,-12.218295099778693,3732.2811969076206
2103,2102,0,4,3122,-1.0009411573410034,0.12978026270866394,40.60007858276367,-109.25033594992205,14.173099593127276,4366.46274552595
2108,2107,0,4,3122,-1.05341374874115,-0.09236800670623779,39.71384048461914,-129.1690171826887,-11.337415257218545,4806.029397452801
2110,2109,0,4,3122,-0.9992053508758545,0.09566494077444077,40.69521713256836,-89.42773754153527,8.571060768655087,3636.9254806898825
2123,2122,0,4,3122,-1.0865962505340576,0.06322173774242401,39.87187957763672,-107.29766715397119,6.2121130674011384,4005.9328488136825
2124,2123,0,4,3122,-0.9926679134368896,-0.08460547029972076,40.74399948120117,-110.75881735895908,-9.456128240946308,4574.35244748612
2127,2126,0,4,3122,-1.0032535791397095,-0.14314882457256317,39.3360595703125,-95.1434767020022,-13.535035078802789,3783.7530962652363
2129,2128,0,4,3122,-1.1019129753112793,-0.007656292524188757,40.748260498046875,-187.68435305207186,-1.2844946765254661,7017.937188846109
2131,2130,0,4,3122,-0.9912081360816956,0.010662817396223545,39.88592529296875,-148.4725794061967,1.641273581830863,5971.558170292975
2132,2131,0,4,3122,-1.0726017951965332,0.16113658249378204,40.398765563964844,-305.106574043824,45.76862102385148,11527.038877434576
2136,2135,0,4,3122,-1.0803816318511963,-0.09663982689380646,40.387184143066406,-105.9467654486744,-9.496269275163879,3969.7491978492885
2141,2140,0,4,3122,-0.9825732111930847,-0.13507576286792755,39.93928527832031,-162.60213103583948,-22.417875464601384,6569.477429157123
2153,2152,0,4,3122,-0.9129067659378052,0.16907241940498352,39.88853454589844,-94.4113192882602,17.440655991336705,4096.756585795482
2155,2154,0,4,3122,-1.1471582651138306,0.0910259261727333,40.09797286987305,-102.23127975276417,8.11117939802918,3531.8454408742327
2156,2155,0,4,3122,-0.9860467314720154,0.14544488489627838,39.849151611328125,-162.05880664715383,23.915731944285874,6542.737743474538
2157,2156,0,4,3122,-0.8549644947052002,0.08637763559818268,39.094112396240234,-145.15252843557846,14.652406448940326,6656.71129403894
2160,2159,0,4,3122,-1.1717743873596191,0.16296078264713287,40.86882781982422,-121.41028838481867,16.914370151284654,4240.520936169729
2165,2164,0,4,3122,-1.0253627300262451,0.022852838039398193,40.90495300292969,-107.82931459879106,2.40540461630805,4277.363960966639
2170,2169,0,4,3122,-1.0785846710205078,0.024836910888552666,40.47794723510742,-100.55966456723371,2.319900249285795,3763.606603990788
2173,2172,0,4,3122,-0.8976238369941711,-0.07246898114681244,40.854827880859375,-75.83902448997719,-6.100651441648425,3496.884521550094
2174,2173,0,4,3122,-0.8946356177330017,-0.07693467289209366,40.43119812011719,-78.64423005734082,-6.725577066932436,3522.165305771483
2175,2174,0,4,3122,-1.006893277168274,0.03217456117272377,40.6944465637207,-250.47133691636492,8.00701867596749,10100.24722708501
2176,2175,0,4,3122,-0.8597726821899414,-0.02032882533967495,39.578582763671875,-128.83270526989114,-3.0291182987989087,5957.810974398125
2178,2177,0,4,3122,-0.926295816898346,0.16443824768066406,39.54532241821289,-158.80061187433185,28.23783333449353,6832.157199246542
2187,2186,0,4,3122,-1.0432991981506348,-0.04125073552131653,40.322200775146484,-133.34555190045518,-5.321379534587337,5202.5934507606
2189,2188,0,4,3122,-0.861045241355896,0.13143731653690338,40.45399475097656,-79.02637252828808,12.073201966328401,3684.8480067003516
2190,2189,0,4,3122,-1.1265132427215576,-0.13675585389137268,40.05747985839844,-172.36317755560134,-20.934359796398493,6134.980704313943
2194,2193,0,4,3122,-1.0868278741836548,-0.10058905929327011,40.82046127319336,-262.40960842720716,-24.27627427488766,9888.782565874853
2202,2201,0,4,3122,-0.8859187364578247,-0.046595249325037,38.95444107055664,-197.87783788287686,-10.393989723810842,8707.563938938318
