event,file_event,lam,prt_index,lam_pdg,lam_mom_x,lam_mom_y,lam_mom_z,lam_endpoint_x,lam_endpoint_y,lam_endpoint_z,neut_pdg,neut_mom_x,neut_mom_y,neut_mom_z,neut_endpoint_x,neut_endpoint_y,neut_endpoint_z,pizero_pdg,pizero_mom_x,pizero_mom_y,pizero_mom_z,pizero_endpoint_x,pizero_endpoint_y,pizero_endpoint_z
153,152,0,4,3122,-0.8520995378494263,-0.0395185723900795,40.82643508911133,-45.76606114477113,-2.1394734242551383,2190.70196156721,2112,-0.7230873703956604,-0.022238213568925858,37.606727600097656,-133.05076513058674,-6.198403987251094,7027.325452284673,111,-0.12901215255260468,-0.01728035695850849,3.2197060585021973,-45.766101284484755,-2.1394788007143024,2190.702963318374
156,155,0,4,3122,-1.1527049541473389,0.03707212954759598,40.33484649658203,-24.57576924179534,0.7794606028915146,888.6803526934823,2112,-0.9065514206886292,0.12014621496200562,32.50588607788086,-995.1608801798903,129.41213327053427,35690.600790172524,111,-0.2461535632610321,-0.08307408541440964,7.828958034515381,-24.575813572444872,0.7794456417905011,888.6817626377037
161,160,0,4,3122,-1.1409260034561157,-0.20200757682323456,40.64584732055664,-20.431963867327845,-3.5563751663405982,765.2457079925559,2112,-0.9692587852478027,-0.08424980938434601,32.75492858886719,-1054.2869884601423,-93.42100821057512,35703.12511595801,111,-0.1716672033071518,-0.11775776743888855,7.890920639038086,-20.43201297786024,-3.5564088544689363,765.2479654261757
162,161,0,4,3122,-0.9790467023849487,-0.004159883130341768,37.6505012512207,-1.935814956012354,-0.0074839586243667915,119.48527561093917,2112,-0.9266316890716553,-0.05787082761526108,34.807830810546875,-949.0541952974365,-59.15776438428426,35696.87385981244,111,-0.052415017038583755,0.0537109449505806,2.842670202255249,-1.935822078561134,-0.007476659975008795,119.48566189446123
164,163,0,4,3122,-0.9238421320915222,-0.040461935102939606,37.64243698120117,-44.78287027031535,-1.952822730689984,1802.555125659983,2112,-0.6671838164329529,-0.08534593880176544,30.177297592163086,-798.1555783771988,-98.32401691233012,35878.249922605595,111,-0.25665831565856934,0.044884003698825836,7.465139865875244,-44.78288242023837,-1.9528206059304032,1802.555479051515
166,165,0,4,3122,-0.9305204749107361,-0.01274438388645649,40.71509552001953,-30.451980935964173,-0.4105059770660977,1318.5261630302857,2112,-0.6721183061599731,-0.026347951963543892,31.00080108642578,-785.1314694612932,-29.994970495521024,36127.381983873725,111,-0.2584021985530853,0.013603569008409977,9.714296340942383,-30.452096267972205,-0.4104999054189318,1318.5304987881036
168,167,0,4,3122,-1.09814453125,-0.1612154096364975,40.501792907714844,-42.65590186082609,-6.259477159877742,1595.7365320987044,2112,-1.0064964294433594,-0.20368582010269165,34.211177825927734,-201.33053283002545,-38.37064110850073,6989.144522853948,111,-0.09164813160896301,0.042470406740903854,6.290616035461426,-42.655915314597756,-6.259470925302926,1595.7374555491326
170,169,0,4,3122,-0.9928734302520752,0.08213306218385696,38.4610595703125,-12.667313304855094,1.031726958218677,413.94156890806784,2112,-0.7261965274810791,0.014447139576077461,29.815471649169922,-878.211010960962,18.2932330095698,35945.16590998771,111,-0.2666769027709961,0.06768592447042465,8.645586967468262,-12.667354817357229,1.0317374946088973,413.942914731102
171,170,0,4,3122,-0.9634801149368286,0.11716779321432114,40.293331146240234,-65.86426581309793,7.977639209310362,2752.5368956451775,2112,-0.8353644013404846,0.03225422650575638,32.22474670410156,-919.8163291814002,40.94955287633838,35694.314425628494,111,-0.12811575829982758,0.08491356670856476,8.068587303161621,-65.86429005337547,7.977655275472287,2752.538422270764
172,171,0,4,3122,-1.016684651374817,0.07420104742050171,38.24031448364258,-39.20828178303165,2.8447314358534017,1450.0221265715568,2112,-0.928913414478302,-0.010358366183936596,32.16288757324219,-864.5938579490081,-6.292364158583943,30035.40546509341,111,-0.08777125179767609,0.08455941081047058,6.077428817749023,-39.20830040469835,2.844749376092123,1450.0234159669847
179,178,0,4,3122,-1.042720079421997,-0.03772934526205063,40.59096145629883,-62.790066432894356,-2.274910398055561,2379.564095786621,2112,-0.8710764646530151,-0.0763591080904007,36.6800651550293,-856.6014382374591,-71.86091232018275,35806.08046826211,111,-0.1716436743736267,0.03862976282835007,3.910896062850952,-62.79012472681396,-2.2748972785498616,2379.565424011864
192,191,0,4,3122,-0.9091001152992249,0.008597949519753456,38.1097526550293,-24.160302312257347,0.23304571642561542,1085.3480105646045,2112,-0.8484737277030945,0.0705064982175827,35.098121643066406,-860.8843744580719,69.76317010864882,35697.431179140076,111,-0.06062641367316246,-0.0619085468351841,3.011632204055786,-24.160323569142456,0.23302400999741155,1085.3490665056709
198,197,0,4,3122,-0.9518347978591919,-0.06676283478736877,39.56855010986328,-39.37256361566024,-2.7574362365410496,1688.3486531132403,2112,-0.9405792355537415,-0.06097017228603363,36.40683364868164,-920.4629252280463,-59.87142465411396,35792.558180474596,111,-0.011255544610321522,-0.005792664829641581,3.161715507507324,-39.372563994770246,-2.7574364316499804,1688.3487596063535
199,198,0,4,3122,-1.0130609273910522,0.055483799427747726,38.9569206237793,-29.29501101260326,1.6275836987853192,1158.7854243760282,2112,-0.9484125971794128,-0.024494918063282967,35.28691101074219,-967.5975990560719,-22.6062218229766,36069.542699667945,111,-0.06464829295873642,0.07997871935367584,3.6700098514556885,-29.29503359569259,1.627611637133588,1158.786706392251
